0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
269998,2,2,0,42718,564,1,10,14,186,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,13309,31947,5,58,130,69,29,2409,80250,9,8
267763,2,2,0,41858,1424,0,9,-50,573,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,601,620,6,59,9,6,16,1795,7026,61,5
266902,3,3,0,42528,754,0,30,309,1109,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4374,4678,7,83,109,17,165,3093,20380,167,144
265816,2,2,7,41492,754,0,4,22,581,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2921,182,7,76,257,37,181,1832,11406,-90,8
264285,6,9,8,42801,7,1,30,9,598,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,77918,41465,7,71,179,71,4911,0,142078,180,53
260785,8,7,5,42815,467,1,60,9,53,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5676,3585,7,77,117,50,191,1097,33449,325,109
260000,2,2,0,42453,1363,1,30,-214,96,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,617,28402,7,72,516,33,1951,5828,108786,341,5
257372,2,2,0,42090,1192,0,11,-248,446,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,667,24132,8,80,21,5,120,2737,24979,139,22
254152,6,6,4,41849,1433,0,19,1017,446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,718,717,8,85,233,5,244,4130,44895,1407,2139
252514,2,2,0,41593,1433,0,20,-111,384,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4379,1843,6,53,168,31,39,2106,19535,67,19
251428,9,9,8,43011,7,2,30,174,405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,91302,29514,5,86,1047,96,0,0,0,333,125
250157,2,3,0,42621,661,0,20,-176,554,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11000,28568,7,73,17,12,623,2489,36813,213,83
250000,5,6,0,42976,29,1,15,31,1276,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,26568,48064,5,75,156,73,741,10427,112111,58,24
250000,7,7,6,43399,331,0,20,372,166,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2076,1895,6,74,46,32,0,0,0,1125,1265
250000,0,10,2,43763,30,0,30,50,11,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7260,8934,8,67,425,70,0,0,0,37,40
250000,3,4,0,42626,1104,1,60,-372,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10980,2737,4,66,43,10,5,0,1066,305,1
249349,4,4,4,43004,278,0,40,181,315,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,17778,15306,7,81,228,49,1056,4894,45839,1089,799
246496,5,5,0,42682,600,0,20,21,122,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23974,10743,6,64,88,46,17,235,2915,133,-268
245299,6,6,0,42458,824,0,30,-214,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2699,688,7,67,98,45,15,523,15180,259,79
244364,8,8,0,41576,824,0,20,-180,469,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,626,10127,7,71,47,10,21,1771,5476,-100,1
242221,3,3,0,41892,1390,1,10,-270,205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10822,230,6,69,13,11,5,4302,16620,89,1
240554,8,7,7,42276,1006,1,50,-243,38,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36584,482,6,73,46,29,55,1019,15520,329,299
240088,5,5,0,42156,1126,0,20,106,410,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29360,326,4,43,643,48,101,6509,37403,300,36
240000,7,7,3,42199,1531,0,6,-363,68,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,652,6934,7,69,30,33,0,0,0,275,23
240000,5,5,0,43165,565,0,20,-236,175,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5621,13755,7,68,39,30,0,0,0,483,213
240000,3,3,0,42192,1538,1,25,120,69,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2677,24356,7,82,41,23,4016,11092,41889,36,8
239901,2,2,0,42072,1210,0,15,22,640,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,35080,3543,7,58,38,26,65,3301,46232,127,131
234066,1,6,0,41842,1440,0,13,12,771,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,554,1435,6,80,75,18,10,770,1358,10,16
232259,9,9,0,42348,934,0,20,374,587,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1797,16836,7,66,101,7,192,2829,63643,595,377
231517,3,5,0,42088,1194,1,10,-241,100,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1076,87,6,62,26,19,20,844,10664,207,103
231476,4,4,3,42402,880,0,20,10,216,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,13855,2540,7,80,158,24,123,2656,29550,197,7
231014,3,3,0,41886,1396,0,20,-283,125,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7951,755,6,67,92,23,254,3195,17761,137,9
230000,0,2,7,43413,317,0,40,24,317,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,13324,128324,7,90,235,83,0,0,0,149,88
227897,1,2,0,42243,1039,0,25,-197,298,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1823,7232,6,72,18,9,92,1473,27235,152,19
227034,2,6,0,41844,1438,0,10,182,1038,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6373,6129,6,64,135,45,33,2376,13813,58,18
226289,3,8,10,41541,1438,0,20,-250,283,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2123,554,6,68,45,14,647,1650,10155,5,7
224856,8,8,8,43222,60,1,40,-276,113,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12244,18461,5,75,116,51,22797,5796,97455,335,47
224500,8,8,6,43076,206,0,30,-187,286,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,25264,41126,8,85,281,86,3217,2253,20721,672,550
222227,0,0,0,42124,1158,0,15,13,760,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7683,10644,7,75,119,28,82,1808,19321,118,17
221231,5,5,0,42941,341,0,20,76,1040,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,27747,34317,7,85,304,75,300,5304,63682,74,153
220307,6,7,0,42878,404,1,40,-203,106,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7778,6334,7,83,55,24,662,4662,69368,241,27
220000,5,5,0,43613,159,0,39,54,99,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17119,0,8,80,193,70,0,0,0,450,4
217097,2,2,0,41500,159,0,5,92,729,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1335,1447,7,62,129,35,21,3296,32428,-267,6
216703,0,0,0,41647,1635,0,10,15,962,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,408,210,7,66,57,14,9,560,7104,12,1
215330,2,2,0,41555,1635,0,10,117,907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,288,83,7,71,62,6,31,919,3376,-8,1
211874,3,2,0,42440,842,1,15,71,770,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,316,14491,5,75,57,16,1716,4522,40248,186,112
211410,3,3,0,42292,990,0,14,248,711,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4339,5379,7,78,37,12,140,2553,19269,397,507
211191,0,6,0,41780,1502,0,10,10,766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1206,416,7,73,80,26,22,2259,6051,56,8
210440,3,3,0,41928,1354,1,15,-102,391,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,383,1947,7,84,156,8,52,2391,21409,144,16
210000,8,8,0,42612,1118,0,30,33,72,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16748,5844,7,78,72,22,0,0,0,357,96
209114,2,2,0,43221,61,1,10,25,1646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,295,42494,3,67,8,9,403,980,10092,129,1
208656,0,0,0,42570,712,0,39,-266,122,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15325,12510,7,74,187,72,60,1235,39053,292,66
208032,1,1,0,41530,968,0,5,-219,465,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40162,3134,7,62,56,13,14,1494,8033,-118,16
205359,2,8,10,41515,1752,0,20,54,1078,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,571,790,5,56,107,12,12,0,1776,5,6
204734,9,9,0,43146,136,0,40,29,98,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,32146,110775,7,63,143,65,139,1626,43510,399,10
203867,7,7,5,43228,54,0,50,55,536,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7131,23893,7,88,532,71,3239,7017,88830,518,215
203501,2,2,0,42538,744,0,17,211,999,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1743,5134,7,77,377,42,107,3572,71962,2,11
203211,2,1,0,42326,956,0,20,12,728,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,17572,4473,7,73,155,45,197,3026,42891,1,25
201978,2,2,0,41506,956,0,5,-1164,322,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2809,122443,6,73,53,5,9,1717,3071,3,5
200623,9,9,4,42310,972,0,10,32,163,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38778,2089,6,72,304,45,1990,3689,77101,292,136
200000,5,8,6,42923,807,2,50,9,20,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1911,2256,5,64,14,27,0,0,0,337,13
200000,0,0,0,41751,1979,0,10,-380,83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,537,665,6,58,37,17,0,0,0,1,1
200000,1,1,0,42852,348,0,20,-904,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2176,97186,7,74,104,15,11,35,752,526,275
200000,3,3,0,42285,169,1,15,140,1046,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,40925,25953,8,88,119,25,590,6656,100987,8,119
200000,3,3,0,41709,2063,0,24,-358,22,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226,272,3,38,53,8,0,0,0,239,29
200000,5,5,3,42990,740,2,30,11,65,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5807,15140,7,70,62,28,2450,2444,31116,364,26
200000,7,7,3,43140,590,1,60,-352,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3187,1775,6,55,24,33,0,0,0,360,1
197450,5,5,6,42486,796,0,15,1127,838,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1877,27589,6,67,152,15,2435,3780,29565,157,158
196982,3,3,0,42824,631,0,10,180,416,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,12089,10566,8,86,337,90,150,2246,24806,357,55
195708,4,4,0,42220,1062,0,10,33,228,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1143,78,7,66,44,9,42,2262,28297,161,33
195389,8,9,9,42075,1207,0,15,-311,23,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4776,14,4,64,127,58,63,1983,20240,184,1
193030,2,2,0,41550,1207,0,15,-217,243,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,618,453,6,45,102,5,41,1485,9640,5,18
192670,2,2,0,41744,1538,0,4,-89,468,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,16064,5927,6,59,40,8,47,3162,18541,176,203
191401,5,5,0,41390,1538,0,6,-36,599,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1861,149,7,59,277,32,129,2047,8160,2,6
190545,0,0,0,41593,1689,0,21,-261,270,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,287,903,7,65,99,20,31,462,1436,3,13
190000,2,2,0,41709,2021,0,25,-360,22,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,276,272,3,38,53,8,0,0,0,231,30
190000,3,0,0,42416,1314,0,15,-212,325,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9130,46,6,70,10,13,0,0,0,230,1
190000,7,7,0,42556,1174,0,60,168,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,671,4381,7,67,45,26,1946,5106,43955,910,1041
190000,4,4,4,43123,607,0,20,43,53,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12975,35578,5,59,83,57,0,0,0,50,7
189513,1,6,0,42618,664,0,15,-111,778,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9285,29979,7,73,126,50,98,3286,22971,191,22
189415,1,1,0,41704,1578,0,15,-85,525,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,395,311,7,75,47,13,82,1794,10401,64,6
189408,4,3,0,42027,1255,1,12,-305,256,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,572,7413,7,64,17,10,24,2725,15239,21,12
186812,6,6,0,41515,1255,0,6,264,1007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40835,387,8,79,142,43,42,1603,6768,99,358
186765,2,2,0,41568,1767,0,15,-79,589,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4852,964,6,77,46,14,436,1399,7893,48,1
184404,2,2,0,42314,968,0,8,118,839,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,303,437,7,79,52,10,613,2065,17704,88,2
183809,0,0,0,42402,880,1,20,-363,37,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1353,5774,6,70,40,37,33,471,8699,207,11
183744,5,7,0,41851,1431,0,15,26,764,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42532,107,1,57,510,47,32,3901,4784,7,29
183147,9,9,6,42423,859,0,20,43,567,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2601,26021,6,77,84,36,81,1140,7194,190,317
181671,1,1,0,42439,843,0,15,22,701,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4173,4568,7,69,37,23,246,2332,37410,7,32
181210,9,9,7,41715,1567,0,10,66,1222,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1745,54,3,45,171,14,28,2454,5379,26,12
180758,1,5,0,41803,1479,0,15,-243,361,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,65345,2046,7,73,55,17,76,1743,5663,167,217
180587,2,5,0,42690,592,0,15,5,51,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9590,10836,2,43,75,7,90,4924,40009,224,16
180452,2,2,0,41796,1486,0,4,103,699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,39,0,6,70,9,4,826,622,512,188,248
180000,6,6,0,42871,859,0,9,11,25,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1436,275,6,55,36,33,0,0,0,152,6
179750,1,1,0,42933,349,0,15,24,454,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1683,39458,8,80,150,63,1047,5192,68971,280,25
179268,6,6,0,41800,1482,0,30,70,284,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22449,138,5,52,109,13,73,3827,19181,112,37
176242,4,3,0,42712,570,0,10,26,301,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,109750,18883,8,80,80,8,248,12788,46651,151,111
174216,1,6,0,42199,1083,0,15,-181,344,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7888,3817,4,72,53,32,100,1812,19713,149,27
171616,1,5,4,42958,324,1,50,-41,477,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7001,2426,7,70,80,28,1102,4239,46559,71,50
171576,3,3,0,43013,269,1,40,-403,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4037,20927,6,87,28,12,681,1985,25209,263,4
171206,1,1,0,42249,1033,0,10,-89,479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1168,5654,6,72,76,19,116,2321,28974,143,14
170731,7,7,6,41695,1587,0,40,559,769,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85155,2133,7,58,545,16,108,0,15039,313,259
170000,0,4,6,42759,971,1,35,-232,363,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,14493,305,5,59,26,22,3011,89,1852,7,6
170000,2,2,5,43258,472,2,30,-473,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,18760,9706,6,73,40,38,626,366,2405,12,1
169249,8,8,6,41443,472,0,15,-416,309,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1279,4736,6,80,36,9,52,1060,6766,7,-285
168191,6,6,6,41928,1354,1,15,-674,153,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170441,75,4,61,66,20,148,1553,10322,-14,1
167728,8,9,6,42992,7,0,30,447,1091,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,26134,131032,7,84,364,87,6086,4207,56408,247,199
167656,2,2,0,42459,823,0,15,78,780,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,745,7608,7,74,38,16,267,4344,34859,6,127
166666,2,2,0,42185,1097,0,25,-67,562,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,617,5635,8,70,15,7,433,1844,27693,103,6
163931,2,2,0,42684,598,2,29,-25,571,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,437,2806,7,81,28,5,312,2394,24277,156,9
163754,2,2,0,41525,598,0,9,-1039,368,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,117485,7,83,83,7,34,2348,13344,-4,9
161852,3,3,0,42979,303,0,18,-332,135,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,933,17014,7,80,49,16,492,7581,47970,241,5
161824,1,2,0,42263,1019,0,9,-209,473,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2954,16820,7,69,18,6,958,2137,19404,149,33
160193,2,7,0,41380,1019,0,10,150,1072,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1649,1208,5,61,68,15,12,959,4201,3,1
160000,2,2,0,43249,304,0,15,72,289,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,39546,47635,4,47,478,63,21,2177,59130,46,29
160000,10,10,0,42948,782,0,15,256,43,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3637,19432,5,72,29,29,0,0,0,1271,1545
160000,6,7,8,43438,292,0,40,-257,95,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2652,3307,7,72,98,28,0,0,0,446,71
160000,8,7,7,42976,754,0,60,-358,20,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10628,4759,6,70,20,38,71,357,9126,367,55
158389,6,6,0,41409,1873,0,15,5,798,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2470,547,7,77,129,42,25,667,3569,4,6
157469,2,2,0,41774,1508,0,15,58,524,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8346,30997,6,55,96,9,32,2704,19446,106,1
156272,2,2,0,42198,1084,0,15,-141,437,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2645,3292,7,69,14,6,102,1490,10257,135,38
155024,0,9,10,41730,1552,0,20,504,744,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,961,381,5,60,63,7,153,1587,3830,87,82
154901,4,4,5,41942,1340,1,10,590,486,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1088,16827,7,80,127,13,344,1068,28280,130,1
154523,5,5,0,42206,1076,0,40,8,89,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,986,1122,6,57,91,43,88,510,11054,33,33
152554,2,2,0,42781,501,0,7,14,732,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3863,13706,6,78,13,5,156,5345,28604,168,56
151645,2,5,4,42431,851,1,18,-414,28,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21518,4517,5,46,21,8,149,2491,17264,168,1
151459,1,1,0,41940,1342,2,10,-231,356,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,245,5051,8,68,30,10,48,1116,2795,107,1
150000,5,8,4,43734,5,0,60,-242,39,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1936,8317,8,83,124,28,4616,2201,46031,893,66
150000,4,5,0,43573,17,0,20,-661,151,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,44824,40990,8,78,46,23,13403,10415,31790,44,103
150000,8,8,0,43273,457,1,50,-331,14,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2234,1421,2,43,44,22,67,746,6744,376,5
150000,8,7,7,42444,1286,1,50,-383,15,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7825,1112,7,71,24,29,0,0,0,290,19
149712,1,3,0,41576,1286,0,25,162,1150,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,435,12860,7,59,118,7,54,3110,7239,-56,26
146543,2,2,0,41688,1594,0,10,-106,303,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,437,5723,8,84,28,4,24,1558,13183,274,320
146235,4,4,0,42576,706,0,60,176,508,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,48878,57120,5,67,290,90,667,4883,169258,161,98
144484,0,0,0,42451,831,0,10,-134,295,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3169,2273,5,72,37,35,12,434,20109,239,123
140000,3,3,0,43165,565,1,50,-380,44,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6311,10957,7,85,44,11,0,0,0,524,104
140000,10,10,0,42864,866,0,15,56,151,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1334,1513,7,79,33,31,0,0,0,744,725
139426,1,1,0,42818,464,0,15,-558,184,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,98075,17619,7,80,81,11,5565,8045,43810,157,23
139359,2,2,0,42606,676,0,30,-144,750,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2905,35424,7,76,149,36,151,2424,49653,5,9
138895,5,5,0,41449,676,0,15,816,1004,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,347,83,7,82,24,4,4,357,399,-251,1
138534,2,4,0,42032,1250,0,10,350,1297,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1485,2005,7,61,155,9,69,3262,18375,34,1
